AssetName,Abundance,Environment,Flowers,Fruits,Lat,Long,NofTrees,TreeSpecies,Country
CT4392,Uncommon,Day/Night/Rain/Snow,N/A,N/A,75.4,-115,Two,Epsilon,Canada
CT4393,Uncommon,Day/Night/Rain/Snow,N/A,N/A,55.1,91.2,Two,Epsilon,Russia
CT4394,Uncommon,Day/Night/Rain/Snow,N/A,N/A,51.3,-119.7,Two,Epsilon,Canada
CT4395,Uncommon,Day/Night/Rain,N/A,N/A,34.4,8.7,Two,Epsilon,Tunisia
CT4396,Uncommon,Day/Night/Rain,N/A,N/A,34.4,137.2,Two,Epsilon,Japan
CT4397,Uncommon,Day/Night/Rain/Snow,N/A,N/A,55.1,94.4,Two,Epsilon,Russia
CT4398,Uncommon,Day/Night/Rain/Snow,N/A,N/A,68.4,-154.6,Two,Epsilon,United States of America
CT4399,Uncommon,Day/Night/Rain,N/A,N/A,-27.1,-67.4,Two,Epsilon,Argentina
CT4400,Common,Day/Night/Rain/Snow,N/A,N/A,72.1,-89.6,Three,Delta,Canada
CT4401,Common,Day/Night/Rain/Snow,N/A,N/A,49.3,-70.6,Three,Delta,Canada
CT4402,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,-70.6,Three,Delta,Canada
CT4403,Common,Day/Night/Rain/Snow,N/A,N/A,62.4,-119.7,Three,Delta,Canada
CT4404,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,-141.9,Three,Delta,United States of America
CT4405,Common,Day/Night/Rain/Snow,N/A,N/A,52.3,113.4,Three,Delta,Russia
CT4406,Common,Day/Night/Rain/Snow,N/A,N/A,52.3,62.6,Three,Delta,Kazakhstan
CT4407,Common,Day/Night/Rain,N/A,N/A,-21.2,135.6,Three,Delta,Australia
CT4408,Common,Day/Night/Rain,N/A,N/A,25.2,8.7,Three,Delta,Algeria
CT4409,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,107,Three,Delta,Russia
CT4410,Common,Day/Night/Rain/Snow,N/A,N/A,75.4,-83.3,Three,Delta,Canada
CT4411,Common,Day/Night/Rain,N/A,N/A,47.2,9.4,Three,Delta,Liechtenstein
CT4412,Common,Day/Night/Rain/Snow,N/A,N/A,77.1,-34.1,Three,Delta,Greenland
CT4413,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,-99.1,Three,Delta,Canada
CT4414,Common,Day/Night/Rain/Snow,N/A,N/A,77.1,-27.8,Three,Delta,Greenland
CT4415,Common,Day/Night/Rain,N/A,N/A,-12.1,23,Three,Delta,Angola
CT4416,Common,Day/Night/Rain,N/A,N/A,-4.3,-51.5,Three,Delta,Brazil
CT4417,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,69,Three,Delta,Russia
CT4418,Common,Day/Night/Rain/Snow,N/A,N/A,41.7,61.1,Three,Delta,Uzbekistan
CT4419,Common,Day/Night/Rain,N/A,N/A,4.9,23,Three,Delta,Central African Republic
CT4420,Common,Day/Night/Rain,N/A,N/A,18.2,76.9,Three,Delta,India
CT4421,Common,Day/Night/Rain,N/A,N/A,33.2,-103.9,Three,Delta,United States of America
CT4422,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,-130.8,Three,Delta,Canada
CT4423,Common,Day/Night/Rain/Snow,N/A,N/A,68.9,143.5,Three,Delta,Russia
CT4424,Common,Day/Night/Rain,N/A,N/A,-2.8,-48.4,Three,Delta,Brazil
CT4425,Common,Day/Night/Rain,N/A,N/A,-4.3,141.9,Three,Delta,Papua New Guinea
CT4426,Common,Day/Night/Rain/Snow,N/A,N/A,38.1,78.5,Three,Delta,China
CT4427,Common,Day/Night/Rain/Snow,N/A,N/A,73.6,97.5,Three,Delta,Russia
CT4428,Common,Day/Night/Rain,N/A,N/A,0.3,21.4,Three,Delta,"Congo, Democratic Republic of the"
CT4429,Common,Day/Night/Rain,N/A,N/A,12.4,78.5,Three,Delta,India
CT4430,Common,Day/Night/Rain,N/A,N/A,-27.1,116.6,Three,Delta,Australia
CT4431,Common,Day/Night/Rain,N/A,N/A,-14.3,-170.7,Three,Delta,American Samoa
CT4432,Common,Day/Night/Rain/Snow,N/A,N/A,70.6,115,Three,Delta,Russia
CT4433,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,88,Three,Delta,Russia
CT4434,Common,Day/Night/Rain,N/A,N/A,13.8,-8.7,Three,Delta,Mali
CT4435,Common,Day/Night/Rain/Snow,N/A,N/A,57.7,-119.7,Three,Delta,Canada
CT4436,Common,Day/Night/Rain/Snow,N/A,N/A,36.9,32.5,Three,Delta,Turkey
CT4437,Common,Day/Night/Rain,N/A,N/A,-10.5,15.1,Three,Delta,Angola
CT4438,Common,Day/Night/Rain/Snow,N/A,N/A,58.5,-115,Three,Delta,Canada
CT4439,Common,Day/Night/Rain,N/A,N/A,-18.2,13.5,Three,Delta,Namibia
CT4440,Common,Day/Night/Rain/Snow,N/A,N/A,49.3,13.5,Three,Delta,Czechia
CT4441,Common,Day/Night/Rain/Snow,N/A,N/A,26.6,100.7,Three,Delta,China
CT4442,Common,Day/Night/Rain/Snow,N/A,N/A,56.8,92.8,Three,Delta,Russia
CT4443,Common,Day/Night/Rain/Snow,N/A,N/A,59.3,-108.6,Three,Delta,Canada
CT4444,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,103.9,Three,Delta,Russia
CT4445,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,94.4,Three,Delta,Russia
CT4446,Common,Day/Night/Rain,N/A,N/A,12.4,45.2,Three,Delta,Yemen
CT4447,Common,Day/Night/Rain,N/A,N/A,13.8,-2.4,Three,Delta,Burkina Faso
CT4448,Common,Day/Night/Rain/Snow,N/A,N/A,51.3,-115,Three,Delta,Canada
CT4449,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,56.3,Three,Delta,Russia
CT4450,Common,Day/Night/Rain,N/A,N/A,30.6,5.6,Three,Delta,Algeria
CT4451,Common,Day/Night/Rain/Snow,N/A,N/A,49.3,-76.9,Three,Delta,Canada
CT4452,Common,Day/Night/Rain,N/A,N/A,29.3,64.2,Three,Delta,Pakistan
CT4453,Common,Day/Night/Rain/Snow,N/A,N/A,46.1,19.8,Three,Delta,Serbia
CT4454,Common,Day/Night/Rain/Snow,N/A,N/A,68.9,-130.8,Three,Delta,Canada
CT4455,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,121.3,Three,Delta,Russia
CT4456,Common,Day/Night/Rain,N/A,N/A,35.7,64.2,Three,Delta,Afghanistan
CT4457,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,57.9,Three,Delta,Kazakhstan
CT4458,Common,Day/Night/Rain/Snow,N/A,N/A,59.3,95.9,Three,Delta,Russia
CT4459,Common,Day/Night/Rain,N/A,N/A,1.8,99.1,Three,Delta,Indonesia
CT4460,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,-132.4,Three,Delta,Canada
CT4461,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,-75.3,Three,Delta,Canada
CT4462,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,-159.4,Three,Delta,United States of America
CT4463,Common,Day/Night/Rain,N/A,N/A,1.8,-65.8,Three,Delta,Venezuela
CT4464,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,48.4,Three,Delta,Russia
CT4465,Common,Day/Night/Rain/Snow,N/A,N/A,42.8,42,Three,Delta,Georgia
CT4466,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,16.7,Three,Delta,Austria
CT4467,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,56.3,Three,Delta,Kazakhstan
CT4468,Common,Day/Night/Rain/Snow,N/A,N/A,40.5,-105.5,Three,Delta,United States of America
CT4469,Common,Day/Night/Rain,N/A,N/A,6.4,13.5,Three,Delta,Cameroon
CT4470,Common,Day/Night/Rain/Snow,N/A,N/A,72.1,-23,Three,Delta,Greenland
CT4471,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,129.3,Three,Delta,China
CT4472,Common,Day/Night/Rain/Snow,N/A,N/A,57.7,59.5,Three,Delta,Russia
CT4473,Common,Day/Night/Rain,N/A,N/A,3.3,16.7,Three,Delta,Congo
CT4474,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,88,Three,Delta,Russia
CT4475,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,-99.1,Three,Delta,Canada
CT4476,Common,Day/Night/Rain/Snow,N/A,N/A,35.7,72.2,Three,Delta,Pakistan
CT4477,Common,Day/Night/Rain,N/A,N/A,16.8,-4,Three,Delta,Mali
CT4478,Common,Day/Night/Rain/Snow,N/A,N/A,71.6,92.8,Three,Delta,Russia
CT4479,Common,Day/Night/Rain/Snow,N/A,N/A,75.4,92.8,Three,Delta,Russia
CT4480,Common,Day/Night/Rain,N/A,N/A,22.5,4,Three,Delta,Algeria
CT4481,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,151.5,Three,Delta,Russia
CT4482,Common,Day/Night/Rain/Snow,N/A,N/A,57.7,-124.5,Three,Delta,Canada
CT4483,Common,Day/Night/Rain/Snow,N/A,N/A,73.1,-86.4,Three,Delta,Canada
CT4484,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,156.2,Three,Delta,Russia
CT4485,Common,Day/Night/Rain,N/A,N/A,34.4,-88,Three,Delta,United States of America
CT4486,Common,Day/Night/Rain/Snow,N/A,N/A,58.5,151.5,Three,Delta,Russia
CT4487,Common,Day/Night/Rain,N/A,N/A,15.3,102.3,Three,Delta,Thailand
CT4488,Common,Day/Night/Rain,N/A,N/A,-19.7,127.7,Three,Delta,Australia
CT4489,Common,Day/Night/Rain,N/A,N/A,12.4,24.6,Three,Delta,Sudan
CT4490,Common,Day/Night/Rain,N/A,N/A,-18.2,-67.4,Three,Delta,Bolivia
CT4491,Common,Day/Night/Rain,N/A,N/A,13.8,21.4,Three,Delta,Chad
CT4492,Common,Day/Night/Rain/Snow,N/A,N/A,40.5,57.9,Three,Delta,Turkmenistan
CT4493,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,-45.2,Three,Delta,Greenland
CT4494,Common,Day/Night/Rain,N/A,N/A,47.2,4,Three,Delta,France
CT4495,Common,Day/Night/Rain,N/A,N/A,-28.6,30.9,Three,Delta,South Africa
CT4496,Common,Day/Night/Rain/Snow,N/A,N/A,60.1,168.9,Three,Delta,Russia
CT4497,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,119.7,Three,Delta,Russia
CT4498,Common,Day/Night/Rain,N/A,N/A,4.9,42,Three,Delta,Ethiopia
CT4499,Common,Day/Night/Rain,N/A,N/A,-27.1,146.7,Three,Delta,Australia
CT4500,Common,Day/Night/Rain/Snow,N/A,N/A,55.9,69,Three,Delta,Russia
CT4501,Common,Day/Night/Rain/Snow,N/A,N/A,68.9,-108.6,Three,Delta,Canada
CT4502,Common,Day/Night/Rain,N/A,N/A,33.2,-107,Three,Delta,United States of America
CT4503,Common,Day/Night/Rain/Snow,N/A,N/A,40.5,-108.6,Three,Delta,United States of America
CT4504,Common,Day/Night/Rain/Snow,N/A,N/A,60.9,-126.1,Three,Delta,Canada
CT4505,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,88,Three,Delta,Russia
CT4506,Common,Day/Night/Rain,N/A,N/A,13.8,-5.6,Three,Delta,Mali
CT4507,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,154.6,Three,Delta,Russia
CT4508,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,92.8,Three,Delta,Russia
CT4509,Common,Day/Night/Rain,N/A,N/A,-27.1,127.7,Three,Delta,Australia
CT4510,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,118.2,Three,Delta,Russia
CT4511,Common,Day/Night/Rain/Snow,N/A,N/A,69.5,145.1,Three,Delta,Russia
CT4512,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,162.6,Three,Delta,Russia
CT4513,Common,Day/Night/Rain/Snow,N/A,N/A,34.4,111.8,Three,Delta,China
CT4514,Common,Day/Night/Rain,N/A,N/A,-24.2,137.2,Three,Delta,Australia
CT4515,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,97.5,Three,Delta,Russia
CT4516,Common,Day/Night/Rain/Snow,N/A,N/A,70.6,-21.4,Three,Delta,Greenland
CT4517,Common,Day/Night/Rain,N/A,N/A,-24.2,141.9,Three,Delta,Australia
CT4518,Common,Day/Night/Rain,N/A,N/A,19.6,0.8,Three,Delta,Mali
CT4519,Common,Day/Night/Rain/Snow,N/A,N/A,62.4,-107,Three,Delta,Canada
CT4520,Common,Day/Night/Rain,N/A,N/A,-9,26.2,Three,Delta,"Congo, Democratic Republic of the"
CT4521,Common,Day/Night/Rain/Snow,N/A,N/A,60.1,-99.1,Three,Delta,Canada
CT4522,Common,Day/Night/Rain,N/A,N/A,-46.7,170.5,Three,Delta,New Zealand
CT4523,Common,Day/Night/Rain,N/A,N/A,33.2,56.3,Three,Delta,Iran
CT4524,Common,Day/Night/Rain/Snow,N/A,N/A,56.8,35.7,Three,Delta,Russia
CT4525,Common,Day/Night/Rain/Snow,N/A,N/A,75.8,-65.8,Three,Delta,Greenland
CT4526,Common,Day/Night/Rain/Snow,N/A,N/A,54.1,-129.3,Three,Delta,Canada
CT4527,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,153,Three,Delta,Russia
CT4528,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,65.8,Three,Delta,Russia
CT4529,Common,Day/Night/Rain,N/A,N/A,1.8,118.2,Three,Delta,Indonesia
CT4530,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,-119.7,Three,Delta,United States of America
CT4531,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,-132.4,Three,Delta,Canada
CT4532,Common,Day/Night/Rain,N/A,N/A,9.4,76.9,Three,Delta,India
CT4533,Common,Day/Night/Rain,N/A,N/A,27.9,75.3,Three,Delta,India
CT4534,Common,Day/Night/Rain,N/A,N/A,-1.3,-80.1,Three,Delta,Ecuador
CT4535,Common,Day/Night/Rain,N/A,N/A,22.5,16.7,Three,Delta,Chad
CT4536,Common,Day/Night/Rain/Snow,N/A,N/A,52.3,-129.3,Three,Delta,Canada
CT4537,Common,Day/Night/Rain/Snow,N/A,N/A,75.4,62.6,Three,Delta,Russia
CT4538,Common,Day/Night/Rain,N/A,N/A,-22.7,35.7,Three,Delta,Mozambique
CT4539,Common,Day/Night/Rain/Snow,N/A,N/A,55.9,8.7,Three,Delta,Denmark
CT4540,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,-95.9,Three,Delta,Canada
CT4541,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,-62.6,Three,Delta,Canada
CT4542,Common,Day/Night/Rain,N/A,N/A,15.3,43.6,Three,Delta,Yemen
CT4543,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,76.9,Three,Delta,Russia
CT4544,Common,Day/Night/Rain/Snow,N/A,N/A,46.1,113.4,Three,Delta,Mongolia
CT4545,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,173.7,Three,Delta,Russia
CT4546,Common,Day/Night/Rain/Snow,N/A,N/A,63.8,92.8,Three,Delta,Russia
CT4547,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,118.2,Three,Delta,Russia
CT4548,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,95.9,Three,Delta,Russia
CT4549,Common,Day/Night/Rain,N/A,N/A,31.9,-89.6,Three,Delta,United States of America
CT4550,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,100.7,Three,Delta,Mongolia
CT4551,Common,Day/Night/Rain/Snow,N/A,N/A,75.4,100.7,Three,Delta,Russia
CT4552,Common,Day/Night/Rain/Snow,N/A,N/A,55.9,113.4,Three,Delta,Russia
CT4553,Common,Day/Night/Rain,N/A,N/A,-2.8,-70.6,Three,Delta,Peru
CT4554,Common,Day/Night/Rain/Snow,N/A,N/A,67.8,167.3,Three,Delta,Russia
CT4555,Common,Day/Night/Rain/Snow,N/A,N/A,52.3,76.9,Three,Delta,Kazakhstan
CT4556,Common,Day/Night/Rain/Snow,N/A,N/A,51.3,134,Three,Delta,Russia
CT4557,Common,Day/Night/Rain/Snow,N/A,N/A,56.8,-129.3,Three,Delta,Canada
CT4558,Common,Day/Night/Rain,N/A,N/A,25.2,0.8,Three,Delta,Algeria
CT4559,Common,Day/Night/Rain,N/A,N/A,-5.9,140.4,Three,Delta,Indonesia
CT4560,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,78.5,Three,Delta,Russia
CT4561,Common,Day/Night/Rain,N/A,N/A,6.4,35.7,Three,Delta,Ethiopia
CT4562,Common,Day/Night/Rain,N/A,N/A,6.4,0.8,Three,Delta,Ghana
CT4563,Common,Day/Night/Rain/Snow,N/A,N/A,76.3,-94.4,Three,Delta,Canada
CT4564,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,-124.5,Three,Delta,Canada
CT4565,Common,Day/Night/Rain/Snow,N/A,N/A,65.2,45.2,Three,Delta,Russia
CT4566,Common,Day/Night/Rain,N/A,N/A,7.9,8.7,Three,Delta,Nigeria
CT4567,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,143.5,Three,Delta,Russia
CT4568,Common,Day/Night/Rain,N/A,N/A,18.2,102.3,Three,Delta,Laos
CT4569,Common,Day/Night/Rain,N/A,N/A,-18.2,145.1,Three,Delta,Australia
CT4570,Common,Day/Night/Rain,N/A,N/A,9.4,-0.8,Three,Delta,Ghana
CT4571,Common,Day/Night/Rain,N/A,N/A,-13.6,143.5,Three,Delta,Australia
CT4572,Common,Day/Night/Rain,N/A,N/A,10.9,-69,Three,Delta,Venezuela
CT4573,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,-149.9,Three,Delta,United States of America
CT4574,Common,Day/Night/Rain,N/A,N/A,31.9,115,Three,Delta,China
CT4575,Common,Day/Night/Rain/Snow,N/A,N/A,54.1,29.3,Three,Delta,Belarus
CT4576,Common,Day/Night/Rain,N/A,N/A,-1.3,-72.2,Three,Delta,Colombia
CT4577,Common,Day/Night/Rain/Snow,N/A,N/A,77.1,103.9,Three,Delta,Russia
CT4578,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,46.8,Three,Delta,Russia
CT4579,Common,Day/Night/Rain,N/A,N/A,31.9,130.8,Three,Delta,Japan
CT4580,Common,Day/Night/Rain/Snow,N/A,N/A,54.1,137.2,Three,Delta,Russia
CT4581,Common,Day/Night/Rain,N/A,N/A,29.3,-5.6,Three,Delta,Algeria
CT4582,Common,Day/Night/Rain,N/A,N/A,9.4,-70.6,Three,Delta,Venezuela
CT4583,Common,Day/Night/Rain/Snow,N/A,N/A,70.1,-108.6,Three,Delta,Canada
CT4584,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,-119.7,Three,Delta,Canada
CT4585,Common,Day/Night/Rain/Snow,N/A,N/A,42.8,122.9,Three,Delta,China
CT4586,Common,Day/Night/Rain,N/A,N/A,4.9,-53.1,Three,Delta,France
CT4587,Common,Day/Night/Rain/Snow,N/A,N/A,45.1,-107,Three,Delta,United States of America
CT4588,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,23,Three,Delta,Finland
CT4589,Common,Day/Night/Rain/Snow,N/A,N/A,39.3,-92.8,Three,Delta,United States of America
CT4590,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,138.8,Three,Delta,Russia
CT4591,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,-72.2,Three,Delta,Canada
CT4592,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,86.4,Three,Delta,China
CT4593,Common,Day/Night/Rain/Snow,N/A,N/A,72.6,100.7,Three,Delta,Russia
CT4594,Common,Day/Night/Rain/Snow,N/A,N/A,56.8,-70.6,Three,Delta,Canada
CT4595,Common,Day/Night/Rain,N/A,N/A,4.9,45.2,Three,Delta,Somalia
CT4596,Common,Day/Night/Rain/Snow,N/A,N/A,74.1,-30.9,Three,Delta,Greenland
CT4597,Common,Day/Night/Rain,N/A,N/A,31.9,-4,Three,Delta,Morocco
CT4598,Common,Day/Night/Rain/Snow,N/A,N/A,36.9,-80.1,Three,Delta,United States of America
CT4599,Common,Day/Night/Rain/Snow,N/A,N/A,45.1,27.8,Three,Delta,Romania
CT4600,Common,Day/Night/Rain,N/A,N/A,-43.3,-72.2,Three,Delta,Chile
CT4601,Common,Day/Night/Rain,N/A,N/A,26.6,-105.5,Three,Delta,Mexico
CT4602,Common,Day/Night/Rain,N/A,N/A,-34.2,146.7,Three,Delta,Australia
CT4603,Common,Day/Night/Rain,N/A,N/A,-5.9,32.5,Three,Delta,"Tanzania, United Republic of"
CT4604,Common,Day/Night/Rain/Snow,N/A,N/A,40.5,46.8,Three,Delta,Azerbaijan
CT4605,Common,Day/Night/Rain,N/A,N/A,-18.2,-64.2,Three,Delta,Bolivia
CT4606,Common,Day/Night/Rain/Snow,N/A,N/A,64.5,-146.7,Three,Delta,United States of America
CT4607,Common,Day/Night/Rain,N/A,N/A,48.3,5.6,Three,Delta,France
CT4608,Common,Day/Night/Rain/Snow,N/A,N/A,43.9,-115,Three,Delta,United States of America
CT4609,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,-69,Three,Delta,United States of America
CT4610,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,116.6,Three,Delta,Russia
CT4611,Common,Day/Night/Rain,N/A,N/A,-4.3,138.8,Three,Delta,Indonesia
CT4612,Common,Day/Night/Rain/Snow,N/A,N/A,58.5,-116.6,Three,Delta,Canada
CT4613,Common,Day/Night/Rain/Snow,N/A,N/A,48.3,53.1,Three,Delta,Kazakhstan
CT4614,Common,Day/Night/Rain/Snow,N/A,N/A,34.4,97.5,Three,Delta,China
CT4615,Common,Day/Night/Rain/Snow,N/A,N/A,35.7,92.8,Three,Delta,China
CT4616,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,138.8,Three,Delta,Russia
CT4617,Common,Day/Night/Rain,N/A,N/A,-15.1,145.1,Three,Delta,Australia
CT4618,Common,Day/Night/Rain,N/A,N/A,-15.1,26.2,Three,Delta,Zambia
CT4619,Common,Day/Night/Rain,N/A,N/A,-27.1,-57.9,Three,Delta,Paraguay
CT4620,Common,Day/Night/Rain/Snow,N/A,N/A,38.1,32.5,Three,Delta,Turkey
CT4621,Common,Day/Night/Rain/Snow,N/A,N/A,57.7,88,Three,Delta,Russia
CT4622,Common,Day/Night/Rain/Snow,N/A,N/A,39.3,91.2,Three,Delta,China
CT4623,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,92.8,Three,Delta,Russia
CT4624,Common,Day/Night/Rain/Snow,N/A,N/A,62.4,11.9,Three,Delta,Norway
CT4625,Common,Day/Night/Rain/Snow,N/A,N/A,50.3,46.8,Three,Delta,Russia
CT4626,Common,Day/Night/Rain/Snow,N/A,N/A,58.5,29.3,Three,Delta,Russia
CT4627,Common,Day/Night/Rain,N/A,N/A,-30,-61.1,Three,Delta,Argentina
CT4628,Common,Day/Night/Rain,N/A,N/A,-28.6,151.5,Three,Delta,Australia
CT4629,Common,Day/Night/Rain,N/A,N/A,16.8,50,Three,Delta,Yemen
CT4630,Common,Day/Night/Rain/Snow,N/A,N/A,63.1,50,Three,Delta,Russia
CT4631,Common,Day/Night/Rain/Snow,N/A,N/A,73.1,-116.6,Three,Delta,Canada
CT4632,Common,Day/Night/Rain,N/A,N/A,-24.2,-53.1,Three,Delta,Brazil
CT4633,Common,Day/Night/Rain,N/A,N/A,23.8,26.2,Three,Delta,Egypt
CT4634,Common,Day/Night/Rain,N/A,N/A,38.1,16.7,Three,Delta,Italy
CT4635,Common,Day/Night/Rain/Snow,N/A,N/A,60.9,-149.9,Three,Delta,United States of America
CT4636,Common,Day/Night/Rain/Snow,N/A,N/A,53.2,143.5,Three,Delta,Russia
CT4637,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,105.5,Three,Delta,Mongolia
CT4638,Common,Day/Night/Rain/Snow,N/A,N/A,58.5,59.5,Three,Delta,Russia
CT4639,Common,Day/Night/Rain/Snow,N/A,N/A,61.7,175.2,Three,Delta,Russia
CT4640,Common,Day/Night/Rain/Snow,N/A,N/A,45.1,92.8,Three,Delta,Mongolia
CT4641,Common,Day/Night/Rain/Snow,N/A,N/A,59.3,75.3,Three,Delta,Russia
CT4642,Common,Day/Night/Rain,N/A,N/A,30.6,50,Three,Delta,Iran
CT4643,Common,Day/Night/Rain/Snow,N/A,N/A,65.9,-107,Three,Delta,Canada
CT4644,Common,Day/Night/Rain/Snow,N/A,N/A,39.3,107,Three,Delta,China
CT4645,Common,Day/Night/Rain,N/A,N/A,-18.2,124.5,Three,Delta,Australia
CT4646,Common,Day/Night/Rain/Snow,N/A,N/A,68.9,69,Three,Delta,Russia
CT4647,Common,Day/Night/Rain/Snow,N/A,N/A,66.5,173.7,Three,Delta,Russia
CT4648,Common,Day/Night/Rain/Snow,N/A,N/A,68.4,162.6,Three,Delta,Russia
CT4649,Common,Day/Night/Rain,N/A,N/A,38.1,-122.9,Three,Delta,United States of America
CT4650,Common,Day/Night/Rain/Snow,N/A,N/A,60.9,-141.9,Three,Delta,United States of America
CT4651,Common,Day/Night/Rain,N/A,N/A,-19.7,32.5,Three,Delta,Zimbabwe
CT4652,Common,Day/Night/Rain,N/A,N/A,1.8,100.7,Three,Delta,Indonesia
CT4653,Common,Day/Night/Rain/Snow,N/A,N/A,75.4,-53.1,Three,Delta,Greenland
CT4654,Common,Day/Night/Rain/Snow,N/A,N/A,58.5,48.4,Three,Delta,Russia
CT4655,Common,Day/Night/Rain/Snow,N/A,N/A,45.1,10.3,Three,Delta,Italy
CT4656,Common,Day/Night/Rain,N/A,N/A,22.5,86.4,Three,Delta,India
CT4657,Common,Day/Night/Rain,N/A,N/A,23.8,0.8,Three,Delta,Algeria
CT4658,Common,Day/Night/Rain/Snow,N/A,N/A,56.8,137.2,Three,Delta,Russia
CT4659,Common,Day/Night/Rain/Snow,N/A,N/A,67.1,40.4,Three,Delta,Russia
CT4660,Common,Day/Night/Rain/Snow,N/A,N/A,60.1,50,Three,Delta,Russia
CT4661,Common,Day/Night/Rain/Snow,N/A,N/A,72.1,103.9,Three,Delta,Russia
CT4662,Common,Day/Night/Rain/Snow,N/A,N/A,57.7,126.1,Three,Delta,Russia
CT4663,Common,Day/Night/Rain,N/A,N/A,41.7,-2.4,Three,Delta,Spain
CT4664,Common,Day/Night/Rain/Snow,N/A,N/A,46.1,-113.4,Three,Delta,United States of America
CT4665,Common,Day/Night/Rain,N/A,N/A,-13.6,134,Three,Delta,Australia
CT4666,Common,Day/Night/Rain/Snow,N/A,N/A,51.3,65.8,Three,Delta,Kazakhstan
CT4667,Common,Day/Night/Rain,N/A,N/A,27.9,116.6,Three,Delta,China
CT4668,Common,Day/Night/Rain/Snow,N/A,N/A,47.2,-72.2,Three,Delta,Canada
CT4669,Common,Day/Night/Rain,N/A,N/A,-25.7,134,Three,Delta,Australia
CT4670,Common,Day/Night/Rain/Snow,N/A,N/A,70.6,86.4,Three,Delta,Russia
CT4671,Common,Day/Night/Rain/Snow,N/A,N/A,71.6,-38.9,Three,Delta,Greenland
CT4672,Common,Day/Night/Rain,N/A,N/A,1.8,27.8,Three,Delta,"Congo, Democratic Republic of the"
CT4673,Common,Day/Night/Rain,N/A,N/A,30.6,-84.8,Three,Delta,United States of America
CT4674,Common,Day/Night/Rain/Snow,N/A,N/A,63.8,140.4,Three,Delta,Russia
CT4675,Common,Day/Night/Rain/Snow,N/A,N/A,55.1,86.4,Three,Delta,Russia
CT4676,Common,Day/Night/Rain,N/A,N/A,-19.7,45.2,Three,Delta,Madagascar
CT4677,Common,Day/Night/Rain/Snow,N/A,N/A,67.1,-149.9,Three,Delta,United States of America
CT4678,Common,Day/Night/Rain/Snow,N/A,N/A,36.9,89.6,Three,Delta,China
